H,title,@1922,D:Hitchcock,prds,st,prc,prc,cat,aw,locale,"Nt(first, all)",|
H1,T:Always Tell Your Wife,1922,D:Se.Hicks,P:Lasky,"St:Famous, SD:*",sbw,Dram,aw,lc,CoD(Hitchcock),|,
H2,T:Number Thirteen,1922,D:Hitchcock,P:Hitchcock,"St:Islington, SD:Famous",sbw,,,,Nt(unfinished),|,
H3,T:Woman to Woman,1922,D:Hitchcock,P:Balcon,"St:B-S-F, SD:Wardour",sbw,Dram,,England,"CoD(Cutts) Er(same as GCt27, 1926?)",|,
H4,T:The Passionate Adventure,1924,D:Hitchcock,P:Balcon,"St:Gainsborough, SD:GaumontD",sbw,,,,CoD(Cutts),|,
H5,T:The Blackguard,1925,D:Hitchcock,P:Balcon,"St:UFA, SD:Wardour",sbw,,,,CoD(Cutts),|,
H7,T:The Pleasure Garden,1925,D:Hitchcock,P:Balcon,"St:Gainsborough and Emelka, SD:Wardour",sbw,Dram,H,"Pleasure Garden, theater",Nt(released 1927) C(Ventimiglia) B(Oliver Sandys) W(Eliot Stannard),|,
H8,T:The Mountain Eagle,1926,D:Hitchcock,P:Balcon,"St:Gainsborough, Emelka, SD:Wardour",sbw,Dram,H,,Nt(no prints left) Nt(Released 1927) W(Eliot Stannard) C(Baron Ventimiglia) Alt(T:Fear O'God; USA),|,
H9,T:The Lodger: A Story of The London Fog,1926,D:Hitchcock,P:Balcon,"St:Gainsborough, SD:(Wardour",sbw,Susp,,"London, England","B(Mary Belloc Lowndes: The Lodger) Nt(Jack the Ripper) W(Hitchcock, Eliot Stannard) Cost(12K lbs) Nt(released 1927) C(Baron Ventimiglia) Alt(T:The Case of Jonathan Drew; USA)",|,
H10,T:Downhill,1927,D:Hitchcock,P:Balcon,"St:Islington; Gainsborough, SD:Wardour",sbw,Susp,,,"W(Eliot Stannard) W(Ivor Novello, Constance Collier) C(Baron Ventimiglia) Er(W))",|,
H11,T:Easy Virtue,1927,D:Hitchcock,P:Balcon,"St:Gainsborough, SD:Wardour",sbw,Susp,,,B(Noel Coward) W(Eliot Stannard) C(Claude McDonnell),|,
H12,T:The Ring,1927,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",sbw,Susp,,"theater, England","W(Hitchcock, Alma Reveille) C(Claude McDonnell)",|,
H13,T:The Farmer's Wife,1928,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",sbw,Susp,,,B(Eden Philpotts) W(Hitchcock) C(J.Cox),|,
H14,T:Champagne,1928,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",sbw,Romt,,,W(Eliot Stannard) B(Walter Mycroft) C(J.Cox),|,
H15,T:Harmony Heaven,1929,D:Hitchcock,PN:,"St:BIP, SD:France-Societ\'e des Cin\'e-Romans",col,Susp,H,,"CoD(Thomas Bentley) W(Arthur Wimperis, Randall Faye) M(Eddie Pola, Edward Brandt)) C(J.Cox)",|,
H16,T:The Manxman,1929,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",sbw,Susp,H,"csd, Scotland",B(Hall Caine) W(Eliot Stannard) C(J.Cox),|,
H17,T:Blackmail,1929,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",bnw,Susp,,"British Museum, London, England","Nt(first sound, added) W(Hitchcock, Benn W. Levy, Charles Bennett) C(J.Cox) Seen(9Apr1990)",|,
H18,T:Elstree Calling,1929,D:none,PN:,St:BIP Elstree,bnw,Musc,,studio,"CoD(Brunel(supervisor), Hitchcock, Andr\'e Charlot, Jack Hulbert, Paul Murray) W(Ivor Novello)",|,
H19,T:Juno And The Paycock,1930,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",bnw,Susp,H*,"Dublin, Ireland","B(Sean O'Casey) W(Hitchcock, Alma Reville) C(J.Cox)",|,
H20,T:Murder!,1930,D:Hitchcock,"P:J.Maxwell, Alfred Abel: German version","St:BIP Elstree, SD:Wardour",bnw,Myst,H**,"theater, London, England","W(Hitchcock and Alma Reville) B(Clarence Dane, Helen Simpson: Enter Sir John) V(Winifred Ashton) C(J.Cox) Seen(10Apr1990) Er(V)",|,
H21,T:The Skin Game,1931,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",bnw,Dram,aw,lc,"B(John Galsworthy) W(Hitchcock, Alma Reville) C(J.Cox, Charles Martin) Er(C)",|,
H22,T:Rich and Strange,1932,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",bnw,Susp,,"London, England; Pars, France; Marseille, France; Singapore; ship, Pacific","W(Alma Reville, Val Valentine) B(Dale Collins) C(J.Cox, Charles Martin) Er(C) Seen(16Apr1990) Alt(T:East of Shanghai; USA)",|,
H23,T:Number Seventeen,1932,D:Hitchcock,P:J.Maxwell,"St:BIP Elstree, SD:Wardour",bnw,Myst,H*,"London, England; train, England; Dover, England","B(Jefferson Farejon) W(Jefferson Farejon, Rodney Auckland) C(J.Cox) Seen(16Apr1990) Er(W)",|,
H24,T:Lord Camber's Ladies,1932,D:Hitchcok,P:Hitchcock,"St:BIP Elstree, SD:Wardour",bnw,Susp,,"castle, England","W(Hitchcock,,Jefferson Farejon) B(H.A. Vachell: The Case of Lady Camber) CoD(Benn~Levy)",|,
H25,T:Waltzes From Vienna,1933,D:Hitchcock,PN:Tom Arnold,"St:Lime Grove, SD:G.F.D.",bnw,"Romt,Comd",H,"Vienna, Austria","Nt(least favorite of Hitchcock) M{Johann Strauss~sr., Johann Strauss~jr. W(Alma Reveille, Bolton) Alt(T:Strauss's Great Waltz; USA)",|,
H26,T:The Man Who Knew Too Much,1934,D:Hitchcock,"P:Balcon, Montagu","St:Gaumont Lime Grove, SD:G.F.D.",bnw,Susp,H***,"St.Moritz, Switzerland; London, England","B(D.B. Wyndham-Lewis, Edwin Greenwood) W(A.R.Rawlinson, Charles Bennett, D.B. Wyndham-Lewis, Edwin Greenwood) M(Arthur Benjamin, Louis~Levy) C(Curt Courant)",|,
H27,T:The 39 Steps,1935,D:Hitchcock,"P:Balcon, Montagu","St:Gaumont Lime Grove, SD:G.F.D.",bnw,Susp,H****,"theater, London, England","W(Charles Bennett, Alma Reveille) M(Louis Levy) B(John Buchan) C(Bernard Knowles)|",,
H28,T:Secret Agent,1936,D:Hitchcock,"P:Balcon, Montagu","St:Gaumont Lime Grove, SD:G.F.D.",bnw,Susp,,"London, England; chocolate afctory, Switzerland","B(S.Maugham: Ashenden) W(Charles Bennett, Campbell Dixon) C(Bernard Knowles) Er(W)",|,
H29,T:Sabotage,1936,D:Hitchcock,"P:Balcon, Montague","St:Lime Grove, SD:G.F.D.",bnw,Susp,H***,"theater, London, England",B(Conrad: The Secret Agent) W(Charles Bennett) C(Bernard Knowles) Alt(T:The Woman Alone; USA),|,
H30,T:Young and Innocent,1938,D:Hitchcock,P:Black,"St:Lime Grove and Pinewood, SD:G.F.D.",bnw,Susp,,,"B(Josephine Tey) C(Bernard Knowles) W(Charles Bennett, Alma Reveille) Alt(T:The Girl Was Young; USA)",|,
H31,T:The Lady Vanishes,1938,D:Hitchcock,P:Black,"St:Lime Grove Gainsborough, SD:MGM",bnw,Susp,,train; Austria,"B(Ethel Lina White: `The Wheel Spins') C(J.Cox) W(Gilliat, Launder) Seen(11Jul1988) W(Charles Bennett)",|,
H32,T:Jamaica Inn,1939,D:Hitchcock,"P:Pommer, Laughton","St:Elstree, SD:Associated British, Paramount",bnw,Dram,W50,"seashore, Cornwall, England","C(Bernard Knowles, Harry Stradling) Er(C)",|,
H,title,@1940,D:Hitchcock,prds,st.,p,ct,aw,lc,nt,|
H33,T:Rebecca,1940,D:Hitchcock,P:Selznick,"St:Selznick, SD:U.A.",bnw,Dram,"AA, AAN dir, H****","castle, England","C(George~Barnes; AA) W(Robert E. Sherwood, J.Harrison; AAN) B(Daphne duMaurier) M(Waxman; AAN) Seen(1989) VT(N:HT5) V(Lyle~Wheeler)",|
H34,T:Foreign Correspondent,1940,D:Hitchcock,P:Wanger,St:U.A.,bnw,Susp,"H****, AAN","London, England; flying boat, Atlantic; T(1940)","W(Charles Bennett, J.Harrison, James Hilton, Robert Benchley; AAN) B(Vincent Sheehan: `Personal History') C(Mate; AAN) Seen(3Jan1991) VT(N:HT1)",|
H35,T:Mr.~and Mrs.~Smith,1941,D:Hitchcock,P:Eddington,St:RKO,bnw,Romt,,"NYC, NY",Seen(23Oct1988) VT(N:HT4) C(Harry Stradling) V(Polglase?),|
H36,T:Suspicion,1941,D:Hitchcock,"P:Raphaelson, Hitchcock",St:RKO,"bnw,cld",Susp,,"mansion, England",C(Harry Stradling) B(Francis Iles) Prof(440K),|
H37,T:Saboteur,1942,D:Hitchcock,"P:F.Lloyd, Skirball",St:Universal,bnw,Susp,H***,"national monuments, WY; statue of liberty, NY",Seen(20Sep1989) C(Valentine) VT(N:HT2),|
H38,T:Shadow of a Doubt,1943,D:Hitchcock,P:Skirball,St:Universal,bnw,Susp,,"San Rafael, CA; T(1938)","C(Valentine) W(Thornton Wilder) Seen(10Jul1991) M(Tiomkin, Previn, Strauss: Merry Widow Waltz) Nt(two of everything [Rohmer])",|
H39,T:Lifeboat,1943,D:Hitchcock,P:MacGowan,St:Fox,bnw,Susp,"H**, AAN dir",sea,"B(John Steinbeck; AAN) W(John Steinbeck, Jo Swerling) C(Glen MacWilliams; AAN) Seen(18Sep1989) VT(N:HT4)",|
H42,T:Spellbound,1945,D:Hitchcock,P:Selznick,"St:Selznick, SD:U.A.",bnw,Susp,"H**, AAN, AAN dir","mental hospital, Vermont","M(Rozsa; AA) C(George~Barnes; AAN) W(Hecht) V(Salvador Dali) B(Francis Beeding: ``The House of Dr.Edwardees'')) Seen(3Dec1989), 15May90",|
H43,T:Notorious,1946,D:Hitchcock,P:Hitchcock,St:RKO,bnw,Susp,H***,"RioDe Janeiro, Brazil","W(Ben Hecht; AAN) C(Tetzlaff) M(Roy Webb) Seen(20Jan1990, 30Jun1997)",|
H44,T:The Paradine Case,1947,D:Hitchcock,P:Selznick,"St:Selznick, SD:U.A.",bnw,Susp,H**,"London, England B(Robert Hichens)",W(Selznick) C(Lee Garmes) M(Waxman),|
H45,T:Rope,1948,D:Hitchcock,"P:Bernstein, Hitchcock","St:Transatlantic, SD:Warners",\Tcol,Susp,H**,"penthouse, NYC, NY","M(Francis Poulenc: Mouvement Perpetuel) Nt(first color Hitchcock) Nt(all shot in long, 10 minute takes) C(William V. Skall, Valentine) Seen(25Nov1992)",|
H46,T:Under Capricorn,1949,D:Hitchcock,"P:Bernstein, Hitchcock","St:Transatlantic, MGM British, SD:Warners",\Tcol,Dram,,"Sidney, Australia","W(James Bridie, Hume Cronyn) B(Helen Simpson) C(Jack Cardiff, Ian Craig, David McNeilly) Seen(15May1990)",|
H47,T:Stage Fright,1950,D:Hitchcock,"P:Hitchcock, Ahern","St:Elstree, SD:Warners, SL:(\Ge, \GB)",ER(prc),Susp,,"theater, London, England","Nt(filmed in Eng,Ger) C(Wilkie Cooper) Alt(T:Die rote Lola; \Ge)",|
H48,T:Strangers on a Train,1951,D:Hitchcock,P:Hitchcock,St:Warners,bnw,Susp,H***,"Washington, DC; NYC, NY; train; merry-go-round; csd","Seen(10Jun1989, 2Mar1998) C(Burks; AAN) M(Tiomkin) VT(N:HT8) Sy(crossings) B(Patricia Highsmith)",|
H49,T:I Confess,1952,D:Hitchcock,P:Hitchcock,St:Warners,bnw,Susp,,"theater, Quebec City, Canada",M(:Dies Irae) C(Burks),|
H50,T:Dial M for Murder,1954,D:Hitchcock,P:Hitchcock,St:Warners,\Wcol 3D,Susp,H**,"London, England",M(Tiomkin) C(Burks) Seen(3Dec1989),|
H51,T:Rear Window,1954,D:Hitchcock,P:Hitchcock,St:Paramount,\Tcol,Susp,"H***, AAN dir","town, East","B(Woolrich) C(Burks; AAN) W(J.M.Hayes; AAN) VT(N:HC3; HT8, inc)",|
H52,T:To Catch a Thief,1955,D:Hitchcock,P:Hitchcock,St:Paramount,\Tcol,Susp,aw,"Riviera, France",W(J.M.Hayes) C(Burks) B(David Dodge),|
H53,T:The Trouble with Harry,1956,D:Hitchcock,P:Hitchcock,St:Paramount,\Tcol,Susp,,"csd, Vt","Seen(1957), 1989 C(Burks) W(J.M.Hayes)",|
H57,T:The Man Who Knew Too Much,1956,D:Hitchcock,P:Hitchcock,St:Paramount,\Tcol,Susp,H*,"Indianapolis, IN; Morocco; Albert Hall, London","VT(N:HT3) C(Burks) M(Bernard Herrman; Jay Livingston, Ray Evans; AA)",|
H61,T:The Wrong Man,1957,D:Hitchcock,P:Hitchcock,St:Warners,bnw,"Susp,Docu",,USA,"C(Burks) W(John Michael Hayes, Angus McPhail) B(Charles Bennett, D.R. WyndhamLewis)",|
H65,T:Vertigo,1958,D:Hitchcock,"P:Hitchcock, Robert Coleman",St:Paramount,"\Tcol, \Vistavision",Susp,H**,"Nob Hill, S.F., CA; restaurant, Ernie's, S.F., CA; SanJuanBattista, CA","M(Herrmann; \"Liebestod\") C(Burks) V(Henry Bumstead, Saul Bass \"titles\" ) VT(N:HC1)",|
H69,T:North by Northwest,1959,D:Hitchcock,P:Hitchcock,St:MGM,\Tcol,Susp,H****,"train, Chicago, IL; plane (Northwest Airlines), US; prarie, IN; national monument, MT",W(Ernest Lehman; AAN) C(Burks),|
H73,T:Psycho,1960,D:Hitchcock,P:Hitchcock,"St:Shamley, Universal, SD:Paramount",bnw,Susp,"AAN Dir, NFR, Z*","Tucson, AZ; Victorian house, csd","M(Herrmann) R(PG) W(Joseph Stefano) B(Robert~Bloch) C(John L. Russell; AAN) V(Joseph Hurley, Robert Clatworthy; AAN) M(Beeethoven: Eroica) Cost(.8M) Inc(12M) VT(N:HT9, HC2;HT9)",|
H79,T:The Birds,1963,D:Hitchcock,P:Hitchcock,St:Universal,\Tcol,Susp,H***,"bird shop, S.F., CA; Bodega Bay, CA",W(Evan Hunter) B(Daphne duMaurier) C(Burks) M(Herrmann; sounds only) VT(N:HT5),|
H80,T:Marnie,1964,D:Hitchcock,P:Hitchcock,St:Universal,col,Susp,,"Philadelphia, PA","B(Winston Graham)Seen(1Sep1988),23Jan89 M(Herrmann) W(J.P. Allen) C(Burks) VT(N:HT9)",|
H81,T:Torn Curtain,1966,D:Hitchcock,P:Hitchcock,St:Universal,\Tcol,Susp,H**,East Germany,Seen(3Sep1988) M(John Addison) W(Brian Moore) C(John F. Warren) VT(N:HT7D),|
